Pokemon,Move,Type,Category,Accuracy,Power
Slowbro,BubbleBeam,Water,,65,100
Slowbro,Ice Beam,Ice,,95,100
Slowbro,Blizzard,Ice,,120,90
Slowbro,Hyper Beam,Normal,,150,90
Slowbro,Pay Day,Normal,,40,100
Slowbro,Submission,Fighting,,80,80
Slowbro,Counter,Fighting,,—,100
Slowbro,Seismic Toss,Fighting,,—,100
Slowbro,Rage,Normal,,20,100
Slowbro,Earthquake,Ground,,100,100
Slowbro,Fissure,Ground,,—,30
Slowbro,Dig,Ground,,100,100
Slowbro,Teleport,Psychic,,—,—
Slowbro,Mimic,Normal,,—,100
Slowbro,Double Team,Normal,,—,—
Slowbro,Reflect,Psychic,,—,—
Slowbro,Bide,Normal,,—,—
Slowbro,Fire Blast,Fire,,120,85
Slowbro,Swift,Normal,,60,
Slowbro,Skull Bash,Normal,,100,100
Slowbro,Rest,Psychic,,—,—
Slowbro,Thunder Wave,Electric,,—,100
Slowbro,Psywave,Psychic,,—,80
Slowbro,Tri Attack,Normal,,80,100
Slowbro,Substitute,Normal,,—,—
Magnemite,Tackle,Normal,,35,95
Magnemite,SonicBoom,Normal,,—,90
Magnemite,ThunderShock,Electric,,40,100
Magnemite,Supersonic,Normal,,—,55
Magnemite,Thunder Wave,Electric,,—,100
Magnemite,Swift,Normal,,60,
Magnemite,Screech,Normal,,—,85
Magnemite,Flash,Normal,,—,70
Magnemite,Toxic,Poison,,—,85
Magnemite,Take Down,Normal,,90,85
Magnemite,Double-Edge,Normal,,100,100
Magnemite,Rage,Normal,,20,100
Magnemite,Thunderbolt,Electric,,95,100
Magnemite,Thunder,Electric,,120,70
Magnemite,Teleport,Psychic,,—,—
Magnemite,Mimic,Normal,,—,100
Magnemite,Double Team,Normal,,—,—
Magnemite,Reflect,Psychic,,—,—
Magnemite,Bide,Normal,,—,—
Magnemite,Rest,Psychic,,—,—
Magnemite,Substitute,Normal,,—,—
Magneton,SonicBoom,Normal,,—,90
Magneton,Tackle,Normal,,35,95
Magneton,ThunderShock,Electric,,40,100
Magneton,Supersonic,Normal,,—,55
Magneton,Thunder Wave,Electric,,—,100
Magneton,Swift,Normal,,60,
Magneton,Screech,Normal,,—,85
Magneton,Flash,Normal,,—,70
Magneton,Toxic,Poison,,—,85
Magneton,Take Down,Normal,,90,85
Magneton,Double-Edge,Normal,,100,100
Magneton,Hyper Beam,Normal,,150,90
Magneton,Rage,Normal,,20,100
Magneton,Thunderbolt,Electric,,95,100
Magneton,Thunder,Electric,,120,70
Magneton,Teleport,Psychic,,—,—
Magneton,Mimic,Normal,,—,100
Magneton,Double Team,Normal,,—,—
Magneton,Reflect,Psychic,,—,—
Magneton,Bide,Normal,,—,—
Magneton,Rest,Psychic,,—,—
Magneton,Substitute,Normal,,—,—
Farfetchd,Peck,Flying,,35,100
Farfetchd,Sand-Attack,Normal,,—,100
Farfetchd,Leer,Normal,,—,100
Farfetchd,Fury Attack,Normal,,15,85
Farfetchd,Swords Dance,Normal,,—,—
Farfetchd,Agility,Psychic,,—,—
Farfetchd,Slash,Normal,,70,100
Farfetchd,Cut,Normal,,50,95
Farfetchd,Fly,Flying,,70,95
Farfetchd,Razor Wind,Normal,,80,75
Farfetchd,Whirlwind,Normal,,—,85
Farfetchd,Toxic,Poison,,—,85
Farfetchd,Body Slam,Normal,,85,100
Farfetchd,Take Down,Normal,,90,85
Farfetchd,Double-Edge,Normal,,100,100
Farfetchd,Rage,Normal,,20,100
Farfetchd,Mimic,Normal,,—,100
Farfetchd,Double Team,Normal,,—,—
Farfetchd,Reflect,Psychic,,—,—
Farfetchd,Bide,Normal,,—,—
Farfetchd,Swift,Normal,,60,
Farfetchd,Skull Bash,Normal,,100,100
Farfetchd,Rest,Psychic,,—,—
Farfetchd,Substitute,Normal,,—,—
Doduo,Peck,Flying,,35,100
Doduo,Growl,Normal,,—,100
Doduo,Fury Attack,Normal,,15,85
Doduo,Drill Peck,Flying,,80,100
Doduo,Rage,Normal,,20,100
Doduo,Tri Attack,Normal,,80,100
Doduo,Agility,Psychic,,—,—
Doduo,Fly,Flying,,70,95
Doduo,Whirlwind,Normal,,—,85
Doduo,Toxic,Poison,,—,85
Doduo,Body Slam,Normal,,85,100
Doduo,Take Down,Normal,,90,85
Doduo,Double-Edge,Normal,,100,100
Doduo,Mimic,Normal,,—,100
Doduo,Double Team,Normal,,—,—
Doduo,Reflect,Psychic,,—,—
Doduo,Bide,Normal,,—,—
Doduo,Skull Bash,Normal,,100,100
Doduo,Sky Attack,Flying,,140,90
Doduo,Rest,Psychic,,—,—
Doduo,Substitute,Normal,,—,—
Dodrio,Fury Attack,Normal,,15,85
Dodrio,Growl,Normal,,—,100
Dodrio,Peck,Flying,,35,100
Dodrio,Drill Peck,Flying,,80,100
Dodrio,Rage,Normal,,20,100
Dodrio,Tri Attack,Normal,,80,100
Dodrio,Agility,Psychic,,—,—
Dodrio,Fly,Flying,,70,95
Dodrio,Whirlwind,Normal,,—,85
Dodrio,Toxic,Poison,,—,85
Dodrio,Body Slam,Normal,,85,100
Dodrio,Take Down,Normal,,90,85
Dodrio,Double-Edge,Normal,,100,100
Dodrio,Hyper Beam,Normal,,150,90
Dodrio,Mimic,Normal,,—,100
Dodrio,Double Team,Normal,,—,—
Dodrio,Reflect,Psychic,,—,—
Dodrio,Bide,Normal,,—,—
Dodrio,Skull Bash,Normal,,100,100
Dodrio,Sky Attack,Flying,,140,90
Dodrio,Rest,Psychic,,—,—
Dodrio,Substitute,Normal,,—,—
Seel,Headbutt,Normal,,70,100
Seel,Growl,Normal,,—,100
Seel,Aurora Beam,Ice,,65,100
Seel,Rest,Psychic,,—,—
Seel,Take Down,Normal,,90,85
Seel,Ice Beam,Ice,,95,100
Seel,Surf,Water,,95,100
Seel,Strength,Normal,,80,100
Seel,Toxic,Poison,,—,85
Seel,Horn Drill,Normal,,—,30
Seel,Body Slam,Normal,,85,100
Seel,Double-Edge,Normal,,100,100
Seel,BubbleBeam,Water,,65,100
Seel,Water Gun,Water,,40,100
Seel,Blizzard,Ice,,120,90
Seel,Pay Day,Normal,,40,100
Seel,Rage,Normal,,20,100
Seel,Mimic,Normal,,—,100
Seel,Double Team,Normal,,—,—
Seel,Bide,Normal,,—,—
Seel,Skull Bash,Normal,,100,100
Seel,Substitute,Normal,,—,—
Dewgong,Aurora Beam,Ice,,65,100
Dewgong,Growl,Normal,,—,100
Dewgong,Headbutt,Normal,,70,100
Dewgong,Rest,Psychic,,—,—
Dewgong,Take Down,Normal,,90,85
Dewgong,Ice Beam,Ice,,95,100
Dewgong,Surf,Water,,95,100
Dewgong,Strength,Normal,,80,100
Dewgong,Toxic,Poison,,—,85
Dewgong,Horn Drill,Normal,,—,30
Dewgong,Body Slam,Normal,,85,100
Dewgong,Double-Edge,Normal,,100,100
Dewgong,BubbleBeam,Water,,65,100
Dewgong,Water Gun,Water,,40,100
Dewgong,Blizzard,Ice,,120,90
Dewgong,Hyper Beam,Normal,,150,90
Dewgong,Pay Day,Normal,,40,100
Dewgong,Rage,Normal,,20,100
Dewgong,Mimic,Normal,,—,100
Dewgong,Double Team,Normal,,—,—
Dewgong,Bide,Normal,,—,—
Dewgong,Skull Bash,Normal,,100,100
Dewgong,Substitute,Normal,,—,—
Grimer,Disable,Normal,,—,55
Grimer,Pound,Normal,,40,100
Grimer,Poison Gas,Poison,,—,55
Grimer,Minimize,Normal,,—,—
Grimer,Sludge,Poison,,65,100
Grimer,Harden,Normal,,—,—
Grimer,Screech,Normal,,—,85
Grimer,Acid Armor,Poison,,—,—
Grimer,Toxic,Poison,,—,85
Grimer,Body Slam,Normal,,85,100
Grimer,Rage,Normal,,20,100
Grimer,Mega Drain,Grass,,40,100
Grimer,Thunderbolt,Electric,,95,100
Grimer,Thunder,Electric,,120,70
Grimer,Mimic,Normal,,—,100
Grimer,Double Team,Normal,,—,—
Grimer,Bide,Normal,,—,—
Grimer,Self-Destruct,Normal,,130,100
Grimer,Fire Blast,Fire,,120,85
Grimer,Rest,Psychic,,—,—
Grimer,Explosion,Normal,,170,100
Grimer,Substitute,Normal,,—,—
Muk,Disable,Normal,,—,55
Muk,Poison Gas,Poison,,—,55
Muk,Pound,Normal,,40,100
Muk,Minimize,Normal,,—,—
Muk,Sludge,Poison,,65,100
Muk,Harden,Normal,,—,—
Muk,Screech,Normal,,—,85
Muk,Acid Armor,Poison,,—,—
Muk,Toxic,Poison,,—,85
Muk,Body Slam,Normal,,85,100
Muk,Hyper Beam,Normal,,150,90
Muk,Rage,Normal,,20,100
Muk,Mega Drain,Grass,,40,100
Muk,Thunderbolt,Electric,,95,100
Muk,Thunder,Electric,,120,70
Muk,Mimic,Normal,,—,100
Muk,Double Team,Normal,,—,—
Muk,Bide,Normal,,—,—
Muk,Self-Destruct,Normal,,130,100
Muk,Fire Blast,Fire,,120,85
Muk,Rest,Psychic,,—,—
Muk,Explosion,Normal,,170,100
Muk,Substitute,Normal,,—,—
Shellder,Tackle,Normal,,35,95
Shellder,Withdraw,Water,,—,—
Shellder,Supersonic,Normal,,—,55
Shellder,Clamp,Water,,35,75
Shellder,Aurora Beam,Ice,,65,100
Shellder,Leer,Normal,,—,100
Shellder,Ice Beam,Ice,,95,100
Shellder,Surf,Water,,95,100
Shellder,Toxic,Poison,,—,85
Shellder,Take Down,Normal,,90,85
Shellder,Double-Edge,Normal,,100,100
Shellder,BubbleBeam,Water,,65,100
Shellder,Water Gun,Water,,40,100
Shellder,Blizzard,Ice,,120,90
Shellder,Rage,Normal,,20,100
Shellder,Teleport,Psychic,,—,—
Shellder,Mimic,Normal,,—,100
Shellder,Double Team,Normal,,—,—
Shellder,Reflect,Psychic,,—,—
Shellder,Bide,Normal,,—,—
Shellder,Self-Destruct,Normal,,130,100
Shellder,Swift,Normal,,60,
Shellder,Rest,Psychic,,—,—
Shellder,Explosion,Normal,,170,100
Shellder,Tri Attack,Normal,,80,100
Shellder,Substitute,Normal,,—,—
Cloyster,Aurora Beam,Ice,,65,100
Cloyster,Clamp,Water,,35,75
Cloyster,Supersonic,Normal,,—,55
Cloyster,Withdraw,Water,,—,—
Cloyster,Spike Cannon,Normal,,20,100
Cloyster,Ice Beam,Ice,,95,100
Cloyster,Leer,Normal,,—,100
Cloyster,Tackle,Normal,,35,95
Cloyster,Surf,Water,,95,100
Cloyster,Toxic,Poison,,—,85
Cloyster,Take Down,Normal,,90,85
Cloyster,Double-Edge,Normal,,100,100
Cloyster,BubbleBeam,Water,,65,100
Cloyster,Water Gun,Water,,40,100
Cloyster,Blizzard,Ice,,120,90
Cloyster,Hyper Beam,Normal,,150,90
Cloyster,Rage,Normal,,20,100
Cloyster,Teleport,Psychic,,—,—
Cloyster,Mimic,Normal,,—,100
Cloyster,Double Team,Normal,,—,—
Cloyster,Reflect,Psychic,,—,—
Cloyster,Bide,Normal,,—,—
Cloyster,Self-Destruct,Normal,,130,100
Cloyster,Swift,Normal,,60,
Cloyster,Rest,Psychic,,—,—
Cloyster,Explosion,Normal,,170,100
Cloyster,Tri Attack,Normal,,80,100
Cloyster,Substitute,Normal,,—,—
Gastly,Confuse Ray,Ghost,,—,100
Gastly,Lick,Ghost,,20,100
Gastly,Night Shade,Ghost,,—,100
Gastly,Hypnosis,Psychic,,—,60
Gastly,Dream Eater,Psychic,,100,100
Gastly,Toxic,Poison,,—,85
Gastly,Rage,Normal,,20,100
Gastly,Mega Drain,Grass,,40,100
Gastly,Thunderbolt,Electric,,95,100
Gastly,Thunder,Electric,,120,70
Gastly,Psychic,Psychic,,90,100
Gastly,Mimic,Normal,,—,100
Gastly,Double Team,Normal,,—,—
Gastly,Bide,Normal,,—,—
Gastly,Self-Destruct,Normal,,130,100
Gastly,Rest,Psychic,,—,—
Gastly,Psywave,Psychic,,—,80
Gastly,Explosion,Normal,,170,100
Gastly,Substitute,Normal,,—,—
Haunter,Confuse Ray,Ghost,,—,100
Haunter,Lick,Ghost,,20,100
Haunter,Night Shade,Ghost,,—,100
Haunter,Hypnosis,Psychic,,—,60
Haunter,Dream Eater,Psychic,,100,100
Haunter,Toxic,Poison,,—,85
Haunter,Rage,Normal,,20,100
Haunter,Mega Drain,Grass,,40,100
Haunter,Thunderbolt,Electric,,95,100
Haunter,Thunder,Electric,,120,70
Haunter,Psychic,Psychic,,90,100
Haunter,Mimic,Normal,,—,100
Haunter,Double Team,Normal,,—,—
Haunter,Bide,Normal,,—,—
Haunter,Self-Destruct,Normal,,130,100
Haunter,Rest,Psychic,,—,—
Haunter,Psywave,Psychic,,—,80
Haunter,Explosion,Normal,,170,100
Haunter,Substitute,Normal,,—,—
Gengar,Confuse Ray,Ghost,,—,100
Gengar,Lick,Ghost,,20,100
Gengar,Night Shade,Ghost,,—,100
Gengar,Hypnosis,Psychic,,—,60
Gengar,Dream Eater,Psychic,,100,100
Gengar,Strength,Normal,,80,100
Gengar,Mega Punch,Normal,,80,85
Gengar,Mega Kick,Normal,,120,75
Gengar,Toxic,Poison,,—,85
Gengar,Body Slam,Normal,,85,100
Gengar,Take Down,Normal,,90,85
Gengar,Double-Edge,Normal,,100,100
Gengar,Hyper Beam,Normal,,150,90
Gengar,Submission,Fighting,,80,80
Gengar,Counter,Fighting,,—,100
Gengar,Seismic Toss,Fighting,,—,100
Gengar,Rage,Normal,,20,100
Gengar,Mega Drain,Grass,,40,100
Gengar,Thunderbolt,Electric,,95,100
Gengar,Thunder,Electric,,120,70
Gengar,Psychic,Psychic,,90,100
Gengar,Mimic,Normal,,—,100
Gengar,Double Team,Normal,,—,—
Gengar,Bide,Normal,,—,—
Gengar,Metronome,Normal,,—,—
Gengar,Self-Destruct,Normal,,130,100
Gengar,Skull Bash,Normal,,100,100
Gengar,Rest,Psychic,,—,—
Gengar,Psywave,Psychic,,—,80
Gengar,Explosion,Normal,,170,100
Gengar,Substitute,Normal,,—,—
Onix,Screech,Normal,,—,85
Onix,Tackle,Normal,,35,95
Onix,Bind,Normal,,15,75
Onix,Rock Throw,Rock,,50,65
Onix,Rage,Normal,,20,100
Onix,Slam,Normal,,80,75
Onix,Harden,Normal,,—,—
Onix,Strength,Normal,,80,100
Onix,Toxic,Poison,,—,85
Onix,Body Slam,Normal,,85,100
Onix,Take Down,Normal,,90,85
Onix,Double-Edge,Normal,,100,100
Onix,Earthquake,Ground,,100,100
Onix,Fissure,Ground,,—,30
Onix,Dig,Ground,,100,100
Onix,Mimic,Normal,,—,100
Onix,Double Team,Normal,,—,—
Onix,Bide,Normal,,—,—
Onix,Self-Destruct,Normal,,130,100
Onix,Skull Bash,Normal,,100,100
Onix,Rest,Psychic,,—,—
Onix,Explosion,Normal,,170,100
Onix,Rock Slide,Rock,,75,90
Onix,Substitute,Normal,,—,—
Drowzee,Hypnosis,Psychic,,—,60
Drowzee,Pound,Normal,,40,100
Drowzee,Disable,Normal,,—,55
Drowzee,Confusion,Psychic,,50,100
Drowzee,Headbutt,Normal,,70,100
Drowzee,Poison Gas,Poison,,—,55
Drowzee,Psychic,Psychic,,90,100
Drowzee,Meditate,Psychic,,—,—
Drowzee,Flash,Normal,,—,70
Drowzee,Mega Punch,Normal,,80,85
Drowzee,Mega Kick,Normal,,120,75
Drowzee,Toxic,Poison,,—,85
Drowzee,Body Slam,Normal,,85,100
Drowzee,Take Down,Normal,,90,85
Drowzee,Double-Edge,Normal,,100,100
Drowzee,Submission,Fighting,,80,80
Drowzee,Counter,Fighting,,—,100
Drowzee,Seismic Toss,Fighting,,—,100
Drowzee,Rage,Normal,,20,100
Drowzee,Teleport,Psychic,,—,—
Drowzee,Mimic,Normal,,—,100
Drowzee,Double Team,Normal,,—,—
Drowzee,Reflect,Psychic,,—,—
Drowzee,Bide,Normal,,—,—
Drowzee,Metronome,Normal,,—,—
Drowzee,Skull Bash,Normal,,100,100
Drowzee,Dream Eater,Psychic,,100,100
Drowzee,Rest,Psychic,,—,—
Drowzee,Thunder Wave,Electric,,—,100
Drowzee,Psywave,Psychic,,—,80
Drowzee,Tri Attack,Normal,,80,100
Drowzee,Substitute,Normal,,—,—
Hypno,Confusion,Psychic,,50,100
Hypno,Disable,Normal,,—,55
Hypno,Hypnosis,Psychic,,—,60
Hypno,Pound,Normal,,40,100
Hypno,Headbutt,Normal,,70,100
Hypno,Poison Gas,Poison,,—,55
Hypno,Psychic,Psychic,,90,100
Hypno,Meditate,Psychic,,—,—
Hypno,Flash,Normal,,—,70
Hypno,Mega Punch,Normal,,80,85
Hypno,Mega Kick,Normal,,120,75
Hypno,Toxic,Poison,,—,85
Hypno,Body Slam,Normal,,85,100
Hypno,Take Down,Normal,,90,85
Hypno,Double-Edge,Normal,,100,100
Hypno,Hyper Beam,Normal,,150,90
Hypno,Submission,Fighting,,80,80
Hypno,Counter,Fighting,,—,100
Hypno,Seismic Toss,Fighting,,—,100
Hypno,Rage,Normal,,20,100
Hypno,Teleport,Psychic,,—,—
Hypno,Mimic,Normal,,—,100
Hypno,Double Team,Normal,,—,—
Hypno,Reflect,Psychic,,—,—
Hypno,Bide,Normal,,—,—
Hypno,Metronome,Normal,,—,—
Hypno,Skull Bash,Normal,,100,100
Hypno,Dream Eater,Psychic,,100,100
Hypno,Rest,Psychic,,—,—
Hypno,Thunder Wave,Electric,,—,100
Hypno,Psywave,Psychic,,—,80
Hypno,Tri Attack,Normal,,80,100
Hypno,Substitute,Normal,,—,—
Krabby,Bubble,Water,,20,100
Krabby,Leer,Normal,,—,100
Krabby,ViceGrip,Normal,,55,100
Krabby,Guillotine,Normal,,—,30
Krabby,Stomp,Normal,,65,100
Krabby,Crabhammer,Water,,90,85
Krabby,Harden,Normal,,—,—
Krabby,Cut,Normal,,50,95
Krabby,Surf,Water,,95,100
Krabby,Strength,Normal,,80,100
Krabby,Swords Dance,Normal,,—,—
Krabby,Toxic,Poison,,—,85
Krabby,Body Slam,Normal,,85,100
Krabby,Take Down,Normal,,90,85
Krabby,Double-Edge,Normal,,100,100
Krabby,BubbleBeam,Water,,65,100
Krabby,Water Gun,Water,,40,100
Krabby,Ice Beam,Ice,,95,100
Krabby,Blizzard,Ice,,120,90
Krabby,Rage,Normal,,20,100
Krabby,Mimic,Normal,,—,100
Krabby,Double Team,Normal,,—,—
Krabby,Bide,Normal,,—,—
Krabby,Rest,Psychic,,—,—
Krabby,Substitute,Normal,,—,—
Kingler,Bubble,Water,,20,100
Kingler,Leer,Normal,,—,100
Kingler,ViceGrip,Normal,,55,100
Kingler,Guillotine,Normal,,—,30
Kingler,Stomp,Normal,,65,100
Kingler,Crabhammer,Water,,90,85
Kingler,Harden,Normal,,—,—
Kingler,Cut,Normal,,50,95
Kingler,Surf,Water,,95,100
Kingler,Strength,Normal,,80,100
Kingler,Swords Dance,Normal,,—,—
Kingler,Toxic,Poison,,—,85
Kingler,Body Slam,Normal,,85,100
Kingler,Take Down,Normal,,90,85
Kingler,Double-Edge,Normal,,100,100
Kingler,BubbleBeam,Water,,65,100
Kingler,Water Gun,Water,,40,100
Kingler,Ice Beam,Ice,,95,100
Kingler,Blizzard,Ice,,120,90
Kingler,Hyper Beam,Normal,,150,90
Kingler,Rage,Normal,,20,100
Kingler,Mimic,Normal,,—,100
Kingler,Double Team,Normal,,—,—
Kingler,Bide,Normal,,—,—
Kingler,Rest,Psychic,,—,—
Kingler,Substitute,Normal,,—,—
Voltorb,Screech,Normal,,—,85
Voltorb,Tackle,Normal,,35,95
Voltorb,SonicBoom,Normal,,—,90
Voltorb,Self-Destruct,Normal,,130,100
Voltorb,Light Screen,Psychic,,—,—
Voltorb,Swift,Normal,,60,
Voltorb,Explosion,Normal,,170,100
Voltorb,Flash,Normal,,—,70
Voltorb,Toxic,Poison,,—,85
Voltorb,Take Down,Normal,,90,85
Voltorb,Rage,Normal,,20,100
Voltorb,Thunderbolt,Electric,,95,100
Voltorb,Thunder,Electric,,120,70
Voltorb,Teleport,Psychic,,—,—
Voltorb,Mimic,Normal,,—,100
Voltorb,Double Team,Normal,,—,—
Voltorb,Reflect,Psychic,,—,—
Voltorb,Bide,Normal,,—,—
Voltorb,Rest,Psychic,,—,—
Voltorb,Thunder Wave,Electric,,—,100
Voltorb,Substitute,Normal,,—,—
Electrode,Screech,Normal,,—,85
Electrode,SonicBoom,Normal,,—,90
Electrode,Tackle,Normal,,35,95
Electrode,Self-Destruct,Normal,,130,100
Electrode,Light Screen,Psychic,,—,—
Electrode,Swift,Normal,,60,
Electrode,Explosion,Normal,,170,100
Electrode,Flash,Normal,,—,70
Electrode,Toxic,Poison,,—,85
Electrode,Take Down,Normal,,90,85
Electrode,Hyper Beam,Normal,,150,90
Electrode,Rage,Normal,,20,100
Electrode,Thunderbolt,Electric,,95,100
Electrode,Thunder,Electric,,120,70
Electrode,Teleport,Psychic,,—,—
Electrode,Mimic,Normal,,—,100
Electrode,Double Team,Normal,,—,—
Electrode,Reflect,Psychic,,—,—
Electrode,Bide,Normal,,—,—
Electrode,Skull Bash,Normal,,100,100
Electrode,Rest,Psychic,,—,—
Electrode,Thunder Wave,Electric,,—,100
Electrode,Substitute,Normal,,—,—
Exeggcute,Barrage,Normal,,15,85
Exeggcute,Hypnosis,Psychic,,—,60
Exeggcute,Reflect,Psychic,,—,—
Exeggcute,Leech Seed,Grass,,—,90
Exeggcute,Stun Spore,Grass,,—,75
Exeggcute,Poison Powder,Poison,,—,75
Exeggcute,Solar Beam,Grass,,120,100
Exeggcute,Sleep Powder,Grass,,—,75
Exeggcute,Toxic,Poison,,—,85
Exeggcute,Take Down,Normal,,90,85
Exeggcute,Double-Edge,Normal,,100,100
Exeggcute,Rage,Normal,,20,100
Exeggcute,Psychic,Psychic,,90,100
Exeggcute,Teleport,Psychic,,—,—
Exeggcute,Mimic,Normal,,—,100
Exeggcute,Double Team,Normal,,—,—
Exeggcute,Bide,Normal,,—,—
Exeggcute,Self-Destruct,Normal,,130,100
Exeggcute,Egg Bomb,Normal,,100,75
Exeggcute,Rest,Psychic,,—,—
Exeggcute,Psywave,Psychic,,—,80
Exeggcute,Explosion,Normal,,170,100
Exeggcute,Substitute,Normal,,—,—
Exeggutor,Barrage,Normal,,15,85
Exeggutor,Hypnosis,Psychic,,—,60
Exeggutor,Stomp,Normal,,65,100
Exeggutor,Leech Seed,Grass,,—,90
Exeggutor,Poison Powder,Poison,,—,75
Exeggutor,Reflect,Psychic,,—,—
Exeggutor,Sleep Powder,Grass,,—,75
Exeggutor,Solar Beam,Grass,,120,100
Exeggutor,Stun Spore,Grass,,—,75
Exeggutor,Strength,Normal,,80,100
Exeggutor,Toxic,Poison,,—,85
Exeggutor,Take Down,Normal,,90,85
Exeggutor,Double-Edge,Normal,,100,100
Exeggutor,Hyper Beam,Normal,,150,90
Exeggutor,Rage,Normal,,20,100
Exeggutor,Mega Drain,Grass,,40,100
Exeggutor,Psychic,Psychic,,90,100
Exeggutor,Teleport,Psychic,,—,—
Exeggutor,Mimic,Normal,,—,100
Exeggutor,Double Team,Normal,,—,—
Exeggutor,Bide,Normal,,—,—
Exeggutor,Self-Destruct,Normal,,130,100
Exeggutor,Egg Bomb,Normal,,100,75
Exeggutor,Rest,Psychic,,—,—
Exeggutor,Psywave,Psychic,,—,80
Exeggutor,Explosion,Normal,,170,100
Exeggutor,Substitute,Normal,,—,—
Cubone,Bone Club,Ground,,65,85
Cubone,Growl,Normal,,—,100
Cubone,Leer,Normal,,—,100
Cubone,Focus Energy,Normal,,—,—
Cubone,Thrash,Normal,,90,100
Cubone,Bonemerang,Ground,,50,90
Cubone,Rage,Normal,,20,100
Cubone,Strength,Normal,,80,100
Cubone,Mega Punch,Normal,,80,85
Cubone,Mega Kick,Normal,,120,75
Cubone,Toxic,Poison,,—,85
Cubone,Body Slam,Normal,,85,100
Cubone,Take Down,Normal,,90,85
Cubone,Double-Edge,Normal,,100,100
Cubone,BubbleBeam,Water,,65,100
Cubone,Water Gun,Water,,40,100
Cubone,Ice Beam,Ice,,95,100
Cubone,Blizzard,Ice,,120,90
Cubone,Submission,Fighting,,80,80
Cubone,Counter,Fighting,,—,100
Cubone,Seismic Toss,Fighting,,—,100
Cubone,Earthquake,Ground,,100,100
Cubone,Fissure,Ground,,—,30
Cubone,Dig,Ground,,100,100
Cubone,Mimic,Normal,,—,100
Cubone,Double Team,Normal,,—,—
Cubone,Bide,Normal,,—,—
Cubone,Fire Blast,Fire,,120,85
Cubone,Skull Bash,Normal,,100,100
Cubone,Rest,Psychic,,—,—
Cubone,Substitute,Normal,,—,—
Cubone,Tail Whip,Normal,,—,100
Cubone,Headbutt,Normal,,70,100
Marowak,Bone Club,Ground,,65,85
Marowak,Focus Energy,Normal,,—,—
Marowak,Growl,Normal,,—,100
Marowak,Leer,Normal,,—,100
Marowak,Thrash,Normal,,90,100
Marowak,Bonemerang,Ground,,50,90
Marowak,Rage,Normal,,20,100
Marowak,Strength,Normal,,80,100
Marowak,Mega Punch,Normal,,80,85
Marowak,Mega Kick,Normal,,120,75
Marowak,Toxic,Poison,,—,85
Marowak,Body Slam,Normal,,85,100
Marowak,Take Down,Normal,,90,85
Marowak,Double-Edge,Normal,,100,100
Marowak,BubbleBeam,Water,,65,100
Marowak,Water Gun,Water,,40,100
Marowak,Ice Beam,Ice,,95,100
Marowak,Blizzard,Ice,,120,90
Marowak,Hyper Beam,Normal,,150,90
Marowak,Submission,Fighting,,80,80
Marowak,Counter,Fighting,,—,100
Marowak,Seismic Toss,Fighting,,—,100
Marowak,Earthquake,Ground,,100,100
Marowak,Fissure,Ground,,—,30
Marowak,Dig,Ground,,100,100
Marowak,Mimic,Normal,,—,100
Marowak,Double Team,Normal,,—,—
Marowak,Bide,Normal,,—,—
Marowak,Fire Blast,Fire,,120,85
Marowak,Skull Bash,Normal,,100,100
Marowak,Rest,Psychic,,—,—
Marowak,Substitute,Normal,,—,—
Marowak,Tail Whip,Normal,,—,100
Marowak,Headbutt,Normal,,70,100
Hitmonlee,Double Kick,Fighting,,30,100
Hitmonlee,Meditate,Psychic,,—,—
Hitmonlee,Rolling Kick,Fighting,,60,85
Hitmonlee,Jump Kick,Fighting,,70,95
Hitmonlee,Focus Energy,Normal,,—,—
Hitmonlee,High Jump Kick,Fighting,,85,90
Hitmonlee,Mega Kick,Normal,,120,75
Hitmonlee,Strength,Normal,,80,100
Hitmonlee,Mega Punch,Normal,,80,85
Hitmonlee,Toxic,Poison,,—,85
Hitmonlee,Body Slam,Normal,,85,100
Hitmonlee,Take Down,Normal,,90,85
Hitmonlee,Double-Edge,Normal,,100,100
Hitmonlee,Submission,Fighting,,80,80
Hitmonlee,Counter,Fighting,,—,100
Hitmonlee,Seismic Toss,Fighting,,—,100
Hitmonlee,Rage,Normal,,20,100
Hitmonlee,Mimic,Normal,,—,100
Hitmonlee,Double Team,Normal,,—,—
Hitmonlee,Bide,Normal,,—,—
Hitmonlee,Metronome,Normal,,—,—
Hitmonlee,Swift,Normal,,60,
Hitmonlee,Skull Bash,Normal,,100,100
Hitmonlee,Rest,Psychic,,—,—
Hitmonlee,Substitute,Normal,,—,—
Hitmonchan,Agility,Psychic,,—,—
Hitmonchan,Comet Punch,Normal,,18,85
Hitmonchan,Fire Punch,Fire,,75,100
Hitmonchan,Ice Punch,Ice,,75,100
Hitmonchan,Thunder Punch,Electric,,75,100
Hitmonchan,Mega Punch,Normal,,80,85
Hitmonchan,Counter,Fighting,,—,100
Hitmonchan,Strength,Normal,,80,100
Hitmonchan,Mega Kick,Normal,,120,75
Hitmonchan,Toxic,Poison,,—,85
Hitmonchan,Body Slam,Normal,,85,100
Hitmonchan,Take Down,Normal,,90,85
Hitmonchan,Double-Edge,Normal,,100,100
Hitmonchan,Submission,Fighting,,80,80
Hitmonchan,Seismic Toss,Fighting,,—,100
Hitmonchan,Rage,Normal,,20,100
Hitmonchan,Mimic,Normal,,—,100
